,text,,,,,,,,,,,,,,,,,,,,Neutral,Label
12555,Amazon is the devil Lol all I do is order stuff and prime aint helping these next day delivery excites me,,,,,,,,,,,,,,,,,,,,1,1
12556,How To Create An In Store Experience That Beats Out Amazon via  In store pickup local delivery reward loyalty Wi Fi,,,,,,,,,,,,,,,,,,,,N,1
12557,Delivery consolidation is long overdue and it s a shame the Post Office aren t better placed to take this on Jamming the city up with vans full of Amazon Prime deliveries isn t in anyone s interests,,,,,,,,,,,,,,,,,,,,1,1
12559,very confused Ordered a prime parcel for Wednesday missed delivery Tuesday but with a note to expect it Thursday yet just had another missed delivery today Very confusing comms,,,,,,,,,,,,,,,,,,,,0,0
12560,Outside your house an Amazon delivery driver waits with your package His vehicle is packed with ultra sensitive listening devices They detect your footsteps going into the bathroom He tenses They pick up the click of your shower starting In seconds your doorbell rings,,,,,,,,,,,,,,,,,,,,1,0
12561,have no value for peoples time Amazon customer care asked to wait for 2 days to receive OTP when delivery was on my doorstep Will personally deliver my OTP Expecting a delivery by the founder himself Exited,,,,,,,,,,,,,,,,,,,,N,1
12562,France s Monoprix says grocery alliance with Amazon Prime tops expectations Casino s upmarket Monoprix supermarket chain said the start of its partnership with Amazon Prime s delivery service for Paris had been better than expected an alliance that could prove crucial for  pic twitter com wd2CdRGX1L,,,,,,,,,,,,,,,,,,,,1,1
12563,Amazon sets up temporary delivery point for Florence victims ,,,,,,,,,,,,,,,,,,,,N,1
12564,that s the second late delivery in a row Now have a random forecast of somewhere between 9th and 15th,,,,,,,,,,,,,,,,,,,,0,0
12565,Is there any way to opt out of Amazon Logistics Delivery Just had someone call me because they couldn t find my apartment Never had these issues with real delivery services,,,,,,,,,,,,,,,,,,,,1,1
12566,Amazon expands Whole Foods delivery save 10 with code pic twitter com CPSP4be1h2,,,,,,,,,,,,,,,,,,,,1,1
12567,We wont need to go out with 5G speeds all you can eat delivery services remote working and Amazon ruling the world,,,,,,,,,,,,,,,,,,,,0,0
12568,The box was completely open and there isn t any user manual as well It s just a box with a product and Amazon bill pasted over it not even a fake seal to make it look like a genuine product Haven t seen a more botched up delivery than this cc,,,,,,,,,,,,,,,,,,,,1,1
12569,Whole Foods AMAZON PRIME NOW APP MEMBERS Can Now Deliver Your Groceries Within An Hour DELIVERY WILL BE AVAILABLE FRM 8AM TO 10PM,,,,,,,,,,,,,,,,,,,,1,1
12570,Terrible experience with The delivery guy puts in the wrong otp says he ll resolve the issue and then unilaterally cancels it lies about the reason to save his ass Amazon reps cannot do anything and no action taken against the deliveryman Disappointed,,,,,,,,,,,,,,,,,,,,0,0
12571,I just got a delivery estimate email from Amazon Oct 15 16 Hopefully you get an email soon Adam I still say this whole thing has been a fiasco but Ill do the honorable thing and post something positive,,,,,,,,,,,,,,,,,,,,0,0
12572,my order went back from my doorstep cause there was no OTP sent from Amazon India I have paid money for prime next day delivery but now customer care is asking me to wait another 2 days before I receive my OTP cause there is a system failure,,,,,,,,,,,,,,,,,,,,0,0
12573,buying 2 day delivery items off Amazon when I m leaving the country in 4 days like IDGAF,,,,,,,,,,,,,,,,,,,,N,1
12574,Ugh Preordered a book months ago that was released yesterday delivery date keeps pushing back so now Im possibly getting it in another week maybe,,,,,,,,,,,,,,,,,,,,N,1
12575,hi my street just had amazon deliveries but my parcel has not arrived even though it is apparently out for delivery any help with finding out where it is,,,,,,,,,,,,,,,,,,,,1,1
12576,Sitting on the couch hurts now so Im trying to buy a coffin from Amazon No prime delivery Fuck,,,,,,,,,,,,,,,,,,,,0,0
12577,Frankly an adjustable hot cold delivery bag sounds a lot less crazy than other ideas such as underwater fulfillment centers or drone hives,,,,,,,,,,,,,,,,,,,,0,0
12578,Had an email from Amazon to confirm the release for Black Ops 4 is now 6pm on the 11th but Please be informed that the change in release date won t change the delivery date originally promised Your estimated delivery date continues to be 12 October ,,,,,,,,,,,,,,,,,,,,1,1
12579,Where else can it be purchased as tuckers book is released and on shelves elsewhere but amazon is claiming 4 weeks delivery on ship of fools,,,,,,,,,,,,,,,,,,,,N,0
12580,Amazon up to its usual bs again order placed a month ago and was due for delivery today now it s not expected till near the end of next month WTF,,,,,,,,,,,,,,,,,,,,0,0
12581,In case you missed it Amazon Prime Air the Future of Delivery,,,,,,,,,,,,,,,,,,,,N,1
12582,Deal Toshiba 40L1353B 40 inch Full HD 1080p LED TV with Freeview HD Free Delivery 299 99 Amazon,,,,,,,,,,,,,,,,,,,,1,1
12583,voted hot on Belvita Crunchy Oats 300g Pack of 10 5 Varieties Available 10 Amazon Free Delivery,,,,,,,,,,,,,,,,,,,,1,1
12584,Can t wait to dig into this Also amazon prime Sunday delivery Woah Was it a drone I missed it,,,,,,,,,,,,,,,,,,,,N,1
12585,Lightning Returns Final Fantasy XIII Collector s Edition strategy guide thanks Amazon Prime Sunday delivery pic twitter com UygpcqjsSs,,,,,,,,,,,,,,,,,,,,1,1
12586,RT Ordered something from Amazon Prime Local Express Delivery 7 hours ago and it s alrea pic twitter com JG0HyaJvZY,,,,,,,,,,,,,,,,,,,,N,1
12587,I hope you don t buy from amazon there delivery system is shocking,,,,,,,,,,,,,,,,,,,,0,0
12588,Drone Delivery What s Good for Amazon is Illegal for You,,,,,,,,,,,,,,,,,,,,1,1
12589,no delivery cost on amazon so might balance out,,,,,,,,,,,,,,,,,,,,N,1
12590,I got order a blow dart gun off Amazon with next day delivery drunk last night,,,,,,,,,,,,,,,,,,,,0,0
12591,to add to my tragic life my delivery from Amazon won t be here until Thursday 3,,,,,,,,,,,,,,,,,,,,0,0
12592,Amazon now has local express delivery in some cities that will deliver in a matter of hours i m never shopping in a store again,,,,,,,,,,,,,,,,,,,,N,1
12593,Ordered something from Amazon Prime Local Express Delivery 7 hours ago and it s already here pic twitter com ZH5QQTIM6c,,,,,,,,,,,,,,,,,,,,N,1
12594,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s,,,,,,,,,,,,,,,,,,,,0,0
12595,Amazon has whisky with Prime delivery which means I officially never need to leave the house again,,,,,,,,,,,,,,,,,,,,N,1
12596,Amazon s Drone Delivery Idea Might Actually Work,,,,,,,,,,,,,,,,,,,,N,1
12597,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s ,,,,,,,,,,,,,,,,,,,,0,0
12598,Dungeons and Dragons Neverwinter Game PC Pre Order 10 20 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,N,1
12600,Deal Wonderbook Book of Spells ps3 9 02 Amazon 6 99 with Prime 10 spend Locker delivery,,,,,,,,,,,,,,,,,,,,N,1
12621,A truly incredible Amazon Wish List delivery this week we are blown away by the generosity of our supporters,,,,,,,,,,,,,,,,,,,,1,1
12622,H ardOCP Amazon s Drone Delivery Idea Might Actually Work,,,,,,,,,,,,,,,,,,,,N,1
12624,Amazon s Drone Delivery Idea Might Actually Work Jeff Bezos vision to use drones to deliver packages super f,,,,,,,,,,,,,,,,,,,,1,1
12625,Thanks for my Sunday delivery Ordered on yesterday,,,,,,,,,,,,,,,,,,,,1,1
12628,Received my first every delivery on a Sunday thanks to Prime,,,,,,,,,,,,,,,,,,,,1,1
12629,My mum just received an delivery at 8 15pm on a SUNDAY,,,,,,,,,,,,,,,,,,,,N,1
12630,But why is Kiki s Delivery Service not on Netflix or Amazon Prime but it s at Target the struggle,,,,,,,,,,,,,,,,,,,,N,1
12631,I just bought Gift Cards E mail Delivery by Amazon via ,,,,,,,,,,,,,,,,,,,,N,1
12632,Aleene s don t get stuck with anything less NOW co uk with FREE DELIVERY Want to be a ,,,,,,,,,,,,,,,,,,,,1,1
12633,New Amazon package delivery,,,,,,,,,,,,,,,,,,,,1,1
12634,Have one ordered from Amazon but silly Presidents Day means delivery isn t until Tuesday,,,,,,,,,,,,,,,,,,,,0,0
12635,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s Gizmodo,,,,,,,,,,,,,,,,,,,,0,0
12636,I am missing something Ordered a product on Amazon expecting delivery Mon Tue 1 2 months despatch time Really Why prime then,,,,,,,,,,,,,,,,,,,,N,1
12638,Also on Amazon is this beautiful embroidery kit only 20 95 including UK delivery,,,,,,,,,,,,,,,,,,,,1,1
12639,nailed it again on 12 hr delivery Ready for round two with broo n book twitter com buGTN1BzMA,,,,,,,,,,,,,,,,,,,,N,1
12640,Software Engineer Delivery Experience Amazon Corporate LLC,,,,,,,,,,,,,,,,,,,,N,1
12645,UAE adopts plans for unmanned delivery Amazon ,,,,,,,,,,,,,,,,,,,,N,1
12647,That one hell of a delivery window there Amazon pic twitter com EtDxTPT1vi,,,,,,,,,,,,,,,,,,,,N,1
12648,What s the point in having amazon prime which rocks btw when half the stuff isn t eligible 7 23 days for delivery I m really hoping for 7,,,,,,,,,,,,,,,,,,,,1,1
12651,Flower Delivery Florist Designed Bouquet FREE Vase Included For the best selection anywhere shop Amazon G,,,,,,,,,,,,,,,,,,,,1,1
12653,Love Amazon s Sunday delivery pic twitter com 0Rx39b1bkD,,,,,,,,,,,,,,,,,,,,1,1
12654,Good night original remote You served us well but thanks to Amazon s Sunday Delivery you ve,,,,,,,,,,,,,,,,,,,,1,1
12655,Its 5 oclock on a Sunday but Amazon insists that someone is out there in a van about to bring me a delivery,,,,,,,,,,,,,,,,,,,,N,1
12656,Hey is lazy They had it but didn t sort for delivery Don t fall for weather exceptions pic twitter com NnruazHeDQ,,,,,,,,,,,,,,,,,,,,0,0
12657,What happened to Prime I placed an order on Feb 13 and no show till today and the delivery date shown is Feb 18 Really,,,,,,,,,,,,,,,,,,,,1,1
12658,Game of Thrones box set just arrived from Amazon a day early and on a Sunday Impressive even though delivery people do knock and run,,,,,,,,,,,,,,,,,,,,1,1
12659,Ahhh I love amazon Sunday delivery pic twitter com P1h5s5UOuu,,,,,,,,,,,,,,,,,,,,1,1
12660,That moment after paying for overnight delivery realizing Amazon shipped you the wrong product,,,,,,,,,,,,,,,,,,,,0,0
12661,Managed to catch the Amazon delivery man just as I was returning home Now have season three of Blu Ray Amazed it s a 15 tho,,,,,,,,,,,,,,,,,,,,N,1
12663,African online shopping and cash on delivery via ,,,,,,,,,,,,,,,,,,,,N,1
12665,Can t wait for my huge Amazon delivery,,,,,,,,,,,,,,,,,,,,1,1
12666,Amazon delivery drone,,,,,,,,,,,,,,,,,,,,N,1
12668,amazon have it there s one at 2 05 with free delivery x,,,,,,,,,,,,,,,,,,,,1,1
12669,I would love it if amazon was like a take away delivery service and things got delivered within an hour,,,,,,,,,,,,,,,,,,,,1,1
12670,Wahoo love sunday delivery only with pic twitter com XPQ7MN3sp2,,,,,,,,,,,,,,,,,,,,1,1
12671,Sunday package delivery for Amazon sign of major changes for U S Postal Service in southwestern Illinois,,,,,,,,,,,,,,,,,,,,1,1
12672,Gizmodo Australia Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s ,,,,,,,,,,,,,,,,,,,,0,0
12680,Corsair Carbide Series 300R ATX Mid Tower Computer Case 64 66 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
12681,constant attacks by prototype delivery drones send help Amazon employee,,,,,,,,,,,,,,,,,,,,N,1
12682,Dubai s crazy Amazon style drone delivery idea might actually work,,,,,,,,,,,,,,,,,,,,0,0
12683,19 amazon I ordered friday and was here yesterday speedy delivery,,,,,,,,,,,,,,,,,,,,N,1
12685,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s via ,,,,,,,,,,,,,,,,,,,,0,0
12686,Series three isn t technically meant to be out til tomorrow Loving your work Amazon delivery man pic twitter com gp6xA3RI38,,,,,,,,,,,,,,,,,,,,1,1
12687,Dubai s Crazy Amazon Style Drone Delivery Idea Might Actually Work,,,,,,,,,,,,,,,,,,,,0,0
12688,IN Ordered 3 30 pm 15 Feb Shipped Email 6 30 pm 15 Feb Delivered 3 30 pm 16 Feb,,,,,,,,,,,,,,,,,,,,N,1
12689,Amazon see issues with their new Drone Delivery service,,,,,,,,,,,,,,,,,,,,1,1
12690,Is there any arrangements in place for Amazon returns yet They won t pick up from ROI as original delivery was sent to Antrim,,,,,,,,,,,,,,,,,,,,1,1
12691,Accelerate Static Dynamic Video Content Delivery using Amazon Cloudfront Webinar ,,,,,,,,,,,,,,,,,,,,1,1
12692,why do my orders have an estimated delivery of 7 23 days I CANT WAIT THAT LONG jesus amazon c,,,,,,,,,,,,,,,,,,,,0,0
12693,Forget Amazon Drone Delivery Will Take Off in Africa Wired UK,,,,,,,,,,,,,,,,,,,,N,1
12694,Just recieved a delivery from Amazon on a Sunday,,,,,,,,,,,,,,,,,,,,N,1
12696,If you go on amazon onto Chi you can do the free trial so you don t pay delivery for it D,,,,,,,,,,,,,,,,,,,,1,1
12697,Acer Iconia A1 16GB 7 9in Android Tablet 127 47 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
12698,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s via,,,,,,,,,,,,,,,,,,,,0,0
12699,Dubai s drone delivery a better idea than amazon s ,,,,,,,,,,,,,,,,,,,,1,1
12700,Ordered something from Amazon yesterday on super saver delivery They have emailed me to say they re going to deliver it today It s Sunday,,,,,,,,,,,,,,,,,,,,1,1
12701,I just had a delivery from Amazon It s Sunday boggle,,,,,,,,,,,,,,,,,,,,N,1
12702,My amazon delivery STILL isn t here It s asking for a smack,,,,,,,,,,,,,,,,,,,,N,1
12703,The international press agrees that Dubais drone delivery system is more doable than Amazon  Love it,,,,,,,,,,,,,,,,,,,,1,1
12705,Amazon delivery drones to take to the skies,,,,,,,,,,,,,,,,,,,,N,1
12706,Straight Talk 30 Day 1 Month Refill Service Card Mail Delivery Shop cell phones and accessories at Amazon c,,,,,,,,,,,,,,,,,,,,1,1
12707,there are these amazing things called shops where you can exchange shoes for money without waiting for the amazon delivery guy,,,,,,,,,,,,,,,,,,,,1,1
12708,That unexpected Sunday morning delivery that puts you in a good mood,,,,,,,,,,,,,,,,,,,,1,1
12709,Sony Xperia Z UK SIM Free Black Dispatched from and sold by TopT Amazon free delivery 285,,,,,,,,,,,,,,,,,,,,1,1
12710,Bought my first ever item from today Waiting for delivery,,,,,,,,,,,,,,,,,,,,1,1
12711,Deal Inspiration Works Monsters University Smartphone amazon 4 70 free delivery with prime or 10 spend,,,,,,,,,,,,,,,,,,,,1,1
12712,Inspiration Works Monsters University Smartphone amazon 4 70 free delivery with prime or 10 spend,,,,,,,,,,,,,,,,,,,,1,1
12713,Deal Sony Xperia Z UK SIM Free Black Dispatched from and sold by TopT Amazon free delivery 285,,,,,,,,,,,,,,,,,,,,1,1
12718,Deal Wahl Silver Groomsman Hair Beard and Moustache Trimmer Set 8 25 free delivery Amazon Mymemory,,,,,,,,,,,,,,,,,,,,1,1
12719,Wahl Silver Groomsman Hair Beard and Moustache Trimmer Set 8 25 free delivery Amazon Mymemory,,,,,,,,,,,,,,,,,,,,1,1
12720,Got an email from Amazon telling me to expect a delivery today When did they start delivering on Sunday o 0,,,,,,,,,,,,,,,,,,,,N,1
12721,voted hot on Inspiration Works Monsters University Smartphone amazon 4 70 free delivery with pr,,,,,,,,,,,,,,,,,,,,1,1
12723,voted hot on Sony Xperia Z UK SIM Free Black Amazon free delivery 285,,,,,,,,,,,,,,,,,,,,1,1
12724,Amazon may drone on about unmanned delivery but developing countries will be the first beneficiary,,,,,,,,,,,,,,,,,,,,1,1
12725,Sony Xperia Z UK SIM Free Black Amazon free delivery 285 Found by bhim255 Full HD 1080p Pls RT,,,,,,,,,,,,,,,,,,,,1,1
12727,Dubais Drone Delivery Idea Sounds Slightly Less Crazy Than Amazons Jeff Bezos has new competition in the de,,,,,,,,,,,,,,,,,,,,0,0
12731,2014 vizio e550i b2 55 Inch 1080p 120Hz Smart LED HDTV 669 amazon after prime discount free delivery,,,,,,,,,,,,,,,,,,,,1,1
12734,delivery quality issues 2nd time this month Drones might speed up but what abt shipping basics pic twitter com YiVA9IEvvv,,,,,,,,,,,,,,,,,,,,N,0
12735,I know was awesome but Amazon is coming up with delivery drones so I hear Maybe chicken will be part of the list,,,,,,,,,,,,,,,,,,,,1,1
12736,When you order something off amazon and its estimated delivery is like in a month wtf,,,,,,,,,,,,,,,,,,,,0,0
12741,2014 vizio e550i b2 55 Inch 1080p 120Hz Smart LED HDTV 669 amazon after prime discount free delivery 12 replies,,,,,,,,,,,,,,,,,,,,1,1
12742,Amazon I love you your prices and delivery times,,,,,,,,,,,,,,,,,,,,1,1
12743,Whoa Ordered today on Amazon delivery is tomorrow I m using Prime I wonder if Amazon has SF warehouse,,,,,,,,,,,,,,,,,,,,N,1
12747,2014 vizio e550i b2 669 amazon after prime discount free delivery 10 replies,,,,,,,,,,,,,,,,,,,,1,1
12750,Free 1 Amazon or 35 if GIN is used 55 555 Fast Delivery Check it out,,,,,,,,,,,,,,,,,,,,1,1
12751,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s Jeff Bezos has some new competition in,,,,,,,,,,,,,,,,,,,,0,0
12752,Wow I just won this for free 5 AMAZON GIFT CARD digital delivery,,,,,,,,,,,,,,,,,,,,1,1
12755,In print only on Amazon in ebook anywhere Amazon has 1 day free delivery,,,,,,,,,,,,,,,,,,,,1,1
12756,The U S Postal Service Tests Same Day Delivery via will this change the delivery landscape and amazon,,,,,,,,,,,,,,,,,,,,N,1
12758,More Amazon Deals Fast Delivery Route Plus Download the Fast Delivery Route Plus app now to,,,,,,,,,,,,,,,,,,,,1,1
12759,Forget Amazon drone delivery will take off in Africa,,,,,,,,,,,,,,,,,,,,N,1
12760,In the past few years big name retailers have launched their own same day delivery services Amazon EBay EBAY W,,,,,,,,,,,,,,,,,,,,1,1
12761,So wait a minute Amazon Fresh is buying groceries from my neighborhood grocery store For delivery,,,,,,,,,,,,,,,,,,,,1,1
12762,My delivery was supposed to arrive today and now it s scheduled to arrive on Tuesday That s a big difference,,,,,,,,,,,,,,,,,,,,N,0
12763,Oh good my Amazon Delivery Drone has arrived with my steaks pic twitter com JOGRf0Kg1g,,,,,,,,,,,,,,,,,,,,1,1
12764,Verizon 60 To go or Monthly Prepaid Refill Card mail delivery Shop cell phones and accessories at Amazon c,,,,,,,,,,,,,,,,,,,,N,1
12765,Any amazon delivery from now on is referred to as a drone strike,,,,,,,,,,,,,,,,,,,,N,1
12766,2014 vizio e550i b2 669 amazon after prime discount free delivery,,,,,,,,,,,,,,,,,,,,1,1
12767,Amazon fazendo shipping AND delivery nos fds Ok foi two day shipping do Prime pic twitter com KIXbk8qRXN,,,,,,,,,,,,,,,,,,,,1,1
12769,erm the is now for sale on amazon with prime delivery Backers still don t have them ,,,,,,,,,,,,,,,,,,,,N,1
12770,It was ordered on the 13th Estimated delivery was the 15th Amazon Prime has Saturday delivery,,,,,,,,,,,,,,,,,,,,N,1
12771,Swift delivery well done amazon pic twitter com MspCmL5s27,,,,,,,,,,,,,,,,,,,,N,1
12773,Canon EF 70 300mm F 4 0 5 6 IS USM Free UK Special Delivery,,,,,,,,,,,,,,,,,,,,1,1
12775,Walmart delivery google express and amazon prime How I get through the week,,,,,,,,,,,,,,,,,,,,N,1
12776,I m giving away 5 00 Amazon Gift Card Code GIN 7999 Fast Delivery Check it out,,,,,,,,,,,,,,,,,,,,1,1
12777,Delivery Drones Already Exist  And Theyre Way Bigger Than Amazons,,,,,,,,,,,,,,,,,,,,N,1
12778,Got a thing for teapots lately can t wait for my new amazon delivery too arrive,,,,,,,,,,,,,,,,,,,,0,0
12779,Amazon just sent delivery notification I hope it s closer to the 28th not the 4th twitter com OydUc2tV4B,,,,,,,,,,,,,,,,,,,,N,1
12781,I fucks with Amazon prime 2 day delivery for free pic twitter com WoNNCQAf8b,,,,,,,,,,,,,,,,,,,,1,1
12782,Canon EOS 30D Body Only Free UK Special Delivery,,,,,,,,,,,,,,,,,,,,1,1
12786,Eylure Lashes 2 99 Free Delivery Amazon and sold by Pharmacy Place,,,,,,,,,,,,,,,,,,,,1,1
12788,RT Dubai s crazy Amazon style drone delivery idea might actually work,,,,,,,,,,,,,,,,,,,,0,0
12789,Everytime I order a game with amazon s super saver delivery I end up regretting it,,,,,,,,,,,,,,,,,,,,0,0
12791,Finally ordered my tripod today and just in time expected delivery monday,,,,,,,,,,,,,,,,,,,,0,0
12793,Look Out Amazon Dubai Could Have Delivery Drones by Year s End,,,,,,,,,,,,,,,,,,,,N,1
12794,Can t wait for my 10400mah power bank to be delivered by Amazon tomorrow,,,,,,,,,,,,,,,,,,,,N,1
12797,Amazon is a piece of fucking shit Ive been waiting all day for my delivery and it hasnt fucking come When it was sUPOOSED TO COME T O D Ay,,,,,,,,,,,,,,,,,,,,0,0
12799,Rhythm Thief and the Emperor s Treasure Game 3DS 9 64 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,N,1
12801,While Amazon s drone delivery program probably won t happen Dubai is looking to make the jump,,,,,,,,,,,,,,,,,,,,N,1
12803,Even he hasn t gave up after several wounds failures u might deloy him for your new delivery system,,,,,,,,,,,,,,,,,,,,1,1
12805,YES My Game Of Thrones boxset has been dispatched from Amazon First class delivery so it should come tomorrow or Monday Can t wait,,,,,,,,,,,,,,,,,,,,0,0
12806,Worried about sunscreen which often rash But it s 11 62 w Amazon Mom S S so I put in on my March delivery,,,,,,,,,,,,,,,,,,,,N,1
12807,I really wanted to finish my dress today but decided that Saturday delivery really means Tuesday,,,,,,,,,,,,,,,,,,,,1,1
12808,Other Entertainment Open Question If I order 1 day delivery from Amazon on Saturday Will it come Tuesda,,,,,,,,,,,,,,,,,,,,0,0
12809,That a good saterday o First amazon delivery of my retail copy of Let s the Oni hunt begin o pic twitter com cUgKcYrpze,,,,,,,,,,,,,,,,,,,,1,1
12810,Forget Amazon delivery will take off in,,,,,,,,,,,,,,,,,,,,N,1
12811,WD My Book 3TB USB 3 0 External Hard Drive 90 99 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
12812,Gizmodo Dubai s Crazy Amazon Style Drone Delivery Idea Might Actually Work ,,,,,,,,,,,,,,,,,,,,0,0
12813,You know what s bullshit Amazon s unexpected delivery switch from USPS to UPS,,,,,,,,,,,,,,,,,,,,1,1
12814,Dubais Drone Delivery Idea Sounds Slightly Less Crazy Than Amazons via,,,,,,,,,,,,,,,,,,,,0,0
12817,Dubais Drone Delivery Idea Sounds Slightly Less Crazy Than Amazons,,,,,,,,,,,,,,,,,,,,0,0
12819,wow amazon local express delivery would have delivered my order tomorrow on a sunday i dont need it so not gonna do it but cool 4,,,,,,,,,,,,,,,,,,,,1,1
12822,Integral 64GB Pastel Sky USB Flash Drive 18 50 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
12824,That feeling when your Amazon package arrives two days before the estimated delivery date,,,,,,,,,,,,,,,,,,,,N,1
12826,leapfrog my puppy pal violet 10 94 sold at amazon Found by hafsi786price includes delivery Sha Pls RT,,,,,,,,,,,,,,,,,,,,N,1
12829,kate Do you doubt Kate You risk offending the gods of small package delivery,,,,,,,,,,,,,,,,,,,,0,0
12830,Dubai a Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s ,,,,,,,,,,,,,,,,,,,,0,0
12832,Amazon s plan for predictive delivery is spot on improves value chain competes by serving the customer ,,,,,,,,,,,,,,,,,,,,N,1
12833,s Delivery Idea Might Be Slightly Less Crazy Than s,,,,,,,,,,,,,,,,,,,,0,0
12835,Just ordered the Chromecast for the new TV from Amazon and it is guaranteeing me delivery by Monday The federal holiday Well then,,,,,,,,,,,,,,,,,,,,1,1
12836,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s Jeff Bezos has some new competition i,,,,,,,,,,,,,,,,,,,,0,0
12840,Someone order me some internet from Amazon with next day delivery thank,,,,,,,,,,,,,,,,,,,,N,1
12842,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s link ,,,,,,,,,,,,,,,,,,,,0,0
12843,Dubais Drone Delivery Idea Sounds Slightly Less Crazy Than Amazons Robert Sorokanich Jeff Bezos has new,,,,,,,,,,,,,,,,,,,,0,0
12844,is it worth having Amazon prime Every time I order for free next day delivery it still takes at least 2 working days,,,,,,,,,,,,,,,,,,,,1,1
12845,Impressive Dubai s Crazy Amazon Style Drone Delivery Idea Might Actually Work ,,,,,,,,,,,,,,,,,,,,1,1
12847,Samsung 840 EVO 120GB 2 5in Basic SATA Solid State Drive 63 98 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
12848,Dubai s crazy style delivery idea might actually work,,,,,,,,,,,,,,,,,,,,0,0
12853,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s pic twitter com gELHkckiDa,,,,,,,,,,,,,,,,,,,,0,0
12855,Drone Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s,,,,,,,,,,,,,,,,,,,,0,0
12861,with the new amazon drone delivery service coming soon is chipotle researching the possibility of burrito airlines,,,,,,,,,,,,,,,,,,,,1,1
12862,Same here But Amazon isn t giving a delivery estimate and they said they don t know pic twitter com 8LUfMLZaSX,,,,,,,,,,,,,,,,,,,,N,1
12866,News Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s,,,,,,,,,,,,,,,,,,,,0,0
12867,However Amazon tracking says my package IS out for delivery Maybe coming UPS USPS hopeful,,,,,,,,,,,,,,,,,,,,N,1
12873,Pretty Pushers 100 Cotton Disposable Labor and Delivery Gown Shop Pretty Pushers at The Amazon Clothing Stor,,,,,,,,,,,,,,,,,,,,1,1
12874,Fractal Design Define R4 ATX Mid Tower Silent Computer Case 70 Free Delivery at Amazon,,,,,,,,,,,,,,,,,,,,1,1
12875,well amazon prime is only good for two day delivery if A it s shipped on time B there is no snow storm,,,,,,,,,,,,,,,,,,,,1,1
12876,i love u Follow me Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s,,,,,,,,,,,,,,,,,,,,0,0
12877,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s pic twitter com sAKA0Tp81G,,,,,,,,,,,,,,,,,,,,0,0
12881,found Bahco S330 Socket Set 33 Piece 1 4 and 3 8 Square Drive 31 99 including delivery Amazon,,,,,,,,,,,,,,,,,,,,N,1
12884,The Amazon of Russia lacking dependable delivery partners builds it s own and innovates while doing so Customers ,,,,,,,,,,,,,,,,,,,,1,1
12885,Amazon considers hiking price for Prime delivery and online media,,,,,,,,,,,,,,,,,,,,N,1
12890,Find us on Amazon fast delivery the best prices for all of your health supplements,,,,,,,,,,,,,,,,,,,,1,1
12896,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s Jeff Bezos has some new competition in the crazy drone delive,,,,,,,,,,,,,,,,,,,,0,0
12908,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s Jeff Bezos has som,,,,,,,,,,,,,,,,,,,,0,0
12913,Gizmodo Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s Jeff Bezos has some new comp,,,,,,,,,,,,,,,,,,,,0,0
12915,Dubai s Drone Delivery Idea Might Be Slightly Less Crazy Than Amazon s Jeff Bezos has some new compe,,,,,,,,,,,,,,,,,,,,0,0
12925,first negative delivery experience with Prime delivery coming days late Sigh of course it would be the one time I needed it now,,,,,,,,,,,,,,,,,,,,0,0
12926,Amazon are taking lonnnnnnng with those delivery,,,,,,,,,,,,,,,,,,,,N,0
12927,Currently ordering same day delivery underwear on amazon,,,,,,,,,,,,,,,,,,,,N,1
12928,Dubai s Crazy Amazon Style Drone Delivery Idea Might Actually Work ,,,,,,,,,,,,,,,,,,,,0,0
12930,@Gizmodo Dubais crazy Amazon style drone delivery idea might actually work  never happen here,,,,,,,,,,,,,,,,,,,,0,0
12932,Dubai s Crazy Amazon Style Drone Delivery Idea Might Actually Work Jeff Bezos has some new competition in th,,,,,,,,,,,,,,,,,,,,0,0
